3.06,2.88,2.8,2.74,2.58,2.5,2.43,2.43,2.49,2.46,2.5,2.43,2.34,2.26,2.21,2.17
2.94,2.84,2.77,2.65,2.54,2.46,2.42,2.45,2.48,2.45,2.49,2.39,2.31,2.23,2.19,2.15
